"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Eti Gıda Renk Ve Tat Değişikliği","27 Temmuz 12:40","39","Rengi solmuş tadı değişik cıktı. Ürünü yediğimde değişik bir tadı vardı etinden aldım ürünlerde daha önce. Renk değişikliği. Yaşadım. Ama tat değişikliği. İlk defa. Basıma geldi. Saygın bir marka Eti mağduriyetimi gidereceğinizden eminim yardımcı olursanız sevinirim",""
"Eti Gıda Eti Gurme Karam Çikolata Böcekli Çıktı Yemeyin, Yedirmeyin.","27 Temmuz 11:35","103","Eti gurme Karam çikolatası aldım içinde kocaman siyah bir böcek çıktı, görselde bakabilirsiniz yıllardır severek alıp yiyorduk bu olaydan sonra bütün aile çikolatalardan vazgeçtik. Eti Karam çikolata sevenler bundan ders alırsınız diye düşünüyorum. İnsanların sağlığını düşünmeyenlere hakkımızı helal","..."
"Eti Gıda Eti Balık Kraker","26 Temmuz 23:52","41","Eti balık krakerin içinden iki tane yanmış balık kraker çıktı, yıllardır Eti ürünü kullanıyorum. İlk kez böyle bir şeyle karşılaşıyorum. Çocuğum söz konusu olunca duyarsız kalamazdım. Şikayetimin dikkate alınmasını istiyorum. Konu ile ilgili dönüş bekliyorum.",""
"Eti Hoşbeş Eksik Çıktı","26 Temmuz 22:51","31","Eti Hoşbeş aldım ama paketi açtığımda içindeki ürünün bazıları yarımdı resimlerini de çektim sizde bakabilirsiniz sanki üstünden alınmış gibi duruyordu ve kötü bir görüntüsü vardı sonuçta çocukluğumuzun markası dünyada isim yapmış bir markanın böyle ufak bir hata yapmadı büyük hataların başlangıcı o","..."
"Eti Gıda Eti Müsli Küflenmiş Paket","26 Temmuz 20:17","36","Eti Lifalif müsli aldım, hurmalı yazıyor fakat paketi açtığımda hurmalar bozulmuş, küflenmiş gibi duruyordu. Yiyemedim, bu nedir ya? Kaç TL para verdim. Kahvaltı yaparım bununla diye çok üzüldüm, evde ekmek de olmadığı için aç kaldım. Resmen bunu ne yapacağım ben şimdi, yenmez ki bu. Son kullanma ta","..."
"Eti Cin Neden Böyle?","26 Temmuz 16:26","127","",""
"Eti Gıda Eti Araç Yolun Ortaya Park","26 Temmuz 16:07","151","Eti aracı, bakkala mal indirecek diye yolun ortasına park edip aracımıza yol vermedi. Lastiğimiz patladı. Aracımızın aracını çekmesini söylediğimizde, kardeşim onu ilgilendirmediğini ve bekleyeceğimizi söyledi. Görseldeki resimde, benim bizzat söylememle birlikte aracın düzeltilmiş hali var. Kimseni","..."
"Ülker Ürün Kalitesi Ve Güvenliği Hakkında Şikayet","26 Temmuz 12:28","212","Ülker Burçak Sütlü Çikolatalı bisküviden aldım. Paketi açar açmaz tüm bisküvilerin üstünde küf tarzı görselde göründüğü gibi beyaz şeyler gördüm. Marketten 2 gün önce aldım ve tarihi geçmiş bir ürün de değil. Hamileyim ve farkına varmadan bu ürünü tüketebilirdim. Bu ürünlere yanlış tüketim tarihi mi","..."
"Eti Gıda Lifalif Yanık Yulaf Bar Sorunu!","26 Temmuz 12:25","58","Günde en az üç tane Eti Lifalif yiyen bir insanım. Uzun zamandır da şunu gözlemledim, hatta fotoğraflarını çekip yayımlamak istedim. Marketlerden alınca bazen yanık gibi koyu renkli, kuru, acı oluyor ve tadı çok kötü oluyor. Bazense rengi açık olan, normal olanlardan denk geliyor. Ben bu koyu renkli","..."
"Eti Gıda Eti Form İçindeki Yabancı Cisim","26 Temmuz 10:22","111","Eti Form bisküvisinin içinde, son kullanma tarihi geçmemiş olmasına rağmen yabancı bir cisim ile karşılaştık. Tarafıma iletişime geçerseniz sevinirim, ne olduğunu anlamadım. Eti Form bisküviyi gönül rahatlığı ile yiyemedim. Lütfen çağrıma karşılıksız kalmayın. e**********@demilac.com.tr",""
"Eti Gıda Eti Ürün Ambalajlarında Vaat Edilen Şifre Yok","26 Temmuz 02:35","136","Eti marka çikolata aldık. Üzerinde ""içindeki şifreyi Eti mutlu kutu uygulaması üzerinden gönderin çeşitli hediyeler kazanma imkanı yakalayın"" benzeri bir ibare mevcuttu. Buna istinaden 6 adet ürün aldım hiç birinin içinden kod çıkmadı. Kısacası yanıltıcı reklam yapılmış. Marka bu nedenle beni mağdur","..."
"Eti Gıda Eti Çörekotlu Bisküvi","26 Temmuz 01:56","72",". Tekirdağ Çorlu Kemalettin... Mahallesindeki bir... Bakkaldan aldım... Ürünü bakmadan aldım... Keşke baksaymışım böyle bir şeyle karşılaşacağımı hiç düşünmezdim... Hele ki böyle bir markanın böyle bir hatası olamaz yani... Ne diyeceğimi bilemiyorum...",""
"Eti Gıda Marketten Aldığım Üründe Küf Sorunu","26 Temmuz 01:56","110","Marketten Eti Burçak bisküvi almıştım. Büyük bir hevesle açtım ki ne göreyim, küflenmiş bir bisküvi. Dev markaya yakışmadı. Büyük bir hayal kırıklığı yaşadım. Firmadan bir açıklama, telafi ve denetim bekliyorum. Hijyen kurallarına uyulmuyor mu, denetlenmiyor mu?",""
"Eti Gıda Eti Brownie Şekerlemiş Ürün","25 Temmuz 20:50","69","",""
"Eti 5 Saat Hastanede Yattım!","25 Temmuz 16:25","64","",""
"Eti Gıda Ahenk Gurme Çikolata","25 Temmuz 14:54","85","A101'den aldığım Eti Ahenk Gurme çikolatanızdan siyah kömür gibi tortular dökülüyor. İlk başta böcek sandım; minik siyahlıktı. Bıçakla oydum, üst katı kaldırdım; komple bir tarafta yanık kömür gibi ufalanan bir tabaka var. Siz insanları zehirlemeye mi çalışıyorsunuz? Normalde 15 TL olan çikolata 7 T","..."
"Eti Gıda Sütlü Çikolatalı Bisküvi Deneyimi","25 Temmuz 13:43","78","Ürünü A101'den aldım. Eve geldim ve yemek istediğimde paketi açtıktan sonra bu manzarayla karşılaştım. En sevdiğim üründü, kendisini daha da almam. Gerçekten kötü bir manzara. Fark etmeden 2 adet yedim, zehirlenirsem sorumlusunun kim olduğu bilinsin.",""
"","25 Temmuz 12:40","-","",""
"","25 Temmuz 12:00","54","",""
"Eti Gıda Eti Hoşbeş Bayat Gofret","25 Temmuz 10:43","101","Eti Hoşbeş paketini açtım, bir ısırık aldım, bayatlamış. Paketi yeni açtım, en sevdiğim gofret ama soğudum resmen. Verdiğim para çöp oldu. Zehirlenebilirdik, çocuklar da yemek istedi. Bilindik bir marka ve herkesin sevdiği bir gofret, bayat olmaması lazım. İnsan sağlığına zarar veriyorsunuz.",""
"Eti Gıda Micron Popkek İçinde Ki Fındık Oranı","24 Temmuz 23:02","109","İçindeki fındıkları mikronla mı atmaya başladınız. Önce ki yediğimle hiçbir alakası yok aradan yıllar geçse de garipti gerçekten. Fındık ülkesi olan bir yerde yıllardır aldığınız toptancı fiyatımı zirve yaptı. Anlayamadım basit bir kek yani. Düzeltin bu hassasiyeti",""
"Eti Gıda Eti Markasından Bir Hüsran","24 Temmuz 18:51","107","",""
"Eti Gıda Paket Ağırlığındaki Farklılık İçin İnceleme Talebi","24 Temmuz 16:26","76","Eti Tutku aldım fakat üstünde 100 gr yazıyor ama içinde 98 gr bulunuyor. Gerekli inceleme yapılmasını arz ederim. Üzerinde NET: 100 gr yazısı aldatıcı. Eti hakkında yasal işlemler başlatılsın istiyorum. Gerekli inceleme talep ediyorum. Eti denetlensin.",""
"Eti Canga'dan Böcek Ve Örümcek Ağı Şoku!","24 Temmuz 16:25","118","Marketten aldığım Eti Canganın içinden fotoğraftaki böcek ve örümcek ağı gibi şeyler çıktı. Hiç yakıştıramadım. Bu firmaya. Artık bu markadan bir şey","..."
"Eti İçinden 10 Adet Çıkan Mini Popkek Paketinden 1 Ürün Boş Çıktı!","24 Temmuz 15:24","94","",""
"Eti Gıda Eti Hoşbeş Çilekli Gofret","24 Temmuz 09:59","141","Eti Hoşbeş çilekli aldım marketten. Gofretin içi küflenmiş ve son kullanma tarihi ise 2025'e kadar yazıyor. Lütfen gıda konusunda bunlara dikkat edilmesi lazım. Onca para verip alıyoruz ve çocuklarımız da tüketim sağlıyor. İnsan sağlığı bu kadar da ucuz olmamalı bence...",""
"Eti Gıda Sütlü Çikolatalı Bisküvi Kalite Sorunu","23 Temmuz 22:08","190","28.12.2024 son tüketim tarihi olan Eti Burçak sütlü çikolatalı bisküvi mantarlanmış. Bu mümkün olabilir mi? Bu durum hakkında Eti firmasının nasıl bir açıklaması olabilir? Kullanılan malzemenizde mi sorun var, tedariğinizde mi? Bu durumdan şikayetçiyim.",""
"Eti Gıda Eti Gong Hakkında","23 Temmuz 17:54","159","Eti Gong ürününü marketten aldım tarihi geçmemesine rağmen ürün yumuşamış ve yenemeyecek bir hal almıştı. Hava almayınca paket ürünün bu şekilde yumuşayacağını düşünmüyorum aslında, fakat belli ki üretimi veya saklama koşullarında bir sorun oluştu. Çok sevdiğim ve her zaman severek tükettiğim bir ür","..."
"Eti Gıda Eti Bumbo'dan Kıl Çıktı. Sağlığımız Ve Memnuniyetimiz Hiçe Sayılıyor.","23 Temmuz 15:49","207","Zincir marketten aldığım Eti Bumbo'nun birinden kalın uzun bir kıl çıktı. Çocuğum için almıştım; fil figürlü krakere saplanmış gömülü şekilde kalınca kılı görünce beynimden vurulmuşa döndüm. Sözde Eti, güvenerek tükettiğimiz ürünleri üreten bir markaydı. İnsan ve en çok da çocuklarımızın sağlığı hiç","..."
"Eti Gıda Karam Çikolatanın Küflü Çıkması","23 Temmuz 14:26","153","Eti Karam gurme çikolatasının üzerinde küfe benzer şeyler var. Bozulmuş. Üzerinde küf tarzı organizmalar vardı. Ve bakmadan yediğim için şu an midem bulanıyor. Gereğinin yapılmasını arz ederim. En sevdiğim çikolatanın böyle çıkması çok üzdü açıkçası...",""
"Eti Gıda Eti Hoşbeş Bozuk","23 Temmuz 00:58","116","BİM marketten aldığımız Eti Hoşbeş küflü ve bozuk çıktı. İçi bu şekilde siyah siyahtı. Çocukların karnı ağrıdı ve yedikten sonra kustular. Böyle büyük bir firmada bu duruma dikkat edilmesi gerekiyor. Böyle firmalara güvenmeyeceksek nereden alışveriş yapacağız? Dikkat edilmesi gereken bir konu.",""
"Eti Gıda Vişne Groos Market","22 Temmuz 23:12","158","Zirve Grup neden ziyaret günlerinde gelmiyor ve iade ürünleri neden almıyor? Ayrıca, Eti Crax daha baharatlı 50 gr olan ürün 24 gr. Bunu da belirtiyorum, Zirve Grup'tan cevap yok. Bu sıkıntıların giderilmesini rica ediyorum. Ben müşterilerimden kötü olmak istemiyorum artık.",""
"Eti Gıda Eti İmajını Bozdu","22 Temmuz 22:40","128","Bugün marketten aldığım Eti Burçak karamın üzerinde bulunan beyaz benekler beni çok şaşırttı. Çocuklarım bunu yiyip zehirlenebilirdi. İnsan sağlığı bu kadar ucuz olamaz. Eti markası da imajını bozdu. Gereğinin yapılmasını arz ediyorum. Umarım geri dönüş sağlarsınız.",""
"Eti Gıda Marketten Alınan Ürünün Küflü Çıkması","22 Temmuz 20:11","137","İşten çıkmış aç aç yemek için kendime marketten Eti Burçak bisküvi almıştım. Büyük bir hevesle açtım ki ne göreyim, küflenmiş bir bisküvi. Dev markaya yakışmadı. Büyük bir hayal kırıklığı yaşadım. Firmadan bir açıklama, telafi ve denetim bekliyorum. Hijyen kurallarına uyulmuyor mu, denetlenmiyor mu?",""
"Eti Gıda Eti Markasına Ait Lifalif Kuruyemiş Bar Hk.","22 Temmuz 17:27","129","Eti Lifalif kuruyemişli barın içinden poşet benzeri bir şey çıktı. Dikkat etmesem yiyebilirdim. Böyle büyük bir firmada nasıl olabiliyor. Böyle şeyler","..."
"Eti Gıda Eti Hoş Beş","22 Temmuz 17:06","114","CarrefourSA marketten Eti Hoşbeş çikolatalı gofret aldık. Gofretin içinden uzunca bir saç çıktı, şok olduk. Çok şaşırdım, Eti'den beklemezdim. Çok şaşırdım, aslında şikayet edip etmemek arasında kaldım. Kim beni ciddiye alır ki dedim, yine de buraya şikayetimi yazıyorum. Eti markasından hiç bunu bek","..."
"Eti Gıda Son Tüketim Tarihine Zaman Olmasına Rağmen Bozulmuş Bisküvi","22 Temmuz 16:32","162","Son tüketim tarihine daha aylar olmasına rağmen Burçak sütlü çikolatalı bisküvi ne yazık ki bu halde bozulmuş. Yıllardır severek ve güvenerek tükettiğimiz bu markada böyle bir şey görmek gerçekten üzücü. Firmanın gerekli incelemeyi yapacağına inanıyorum.",""
"Eti Yarısı Boş Paketin!","22 Temmuz 13:04","134","",""
"Eti Wanted'ten Plastik Parça Çıktı","22 Temmuz 12:54","162","",""
"Eti Gıda Eti Browni İntense","22 Temmuz 00:21","124","Eti Browni Intense bu ne böyle? 21 Temmuz Pazar günü Migros Hemen uygulamasından Eti'nin ürünlerini aldım. Sürekli olarak Browni alırım ama ilk defa böyle bir sorunla karşılaştım. Brownie'yi açtım, bir de baktım ki bu şekilde ne olduğuna anlam veremedim. Kopardım, içinde bir problem yoktu ama dışı g","..."
"Eti Gıda Aldığım Eti Ürünü Beklenmedik Şekilde Çıktı","21 Temmuz 21:54","86","Marketten aldığım ve evime getirip direkt olarak açtığım Eti markalı ürün paketten bu şekilde çıktı. Ben bisküviye, bisküvi bana baktı. Bir süre canlanacaklar mı acaba diye beklemedim desem yalan olmaz. Denetleme işinin satış yapılan yerlerde de takibinin yapılması gerektiğini düşünüyorum.",""
"Eti Gıda Eti Mutlu Kutu Kampanya","21 Temmuz 16:03","115","Eti Pop Kek aldım, kampanyaya katılmak için içindeki kodu girdim. DMN9PCBYXF üzgünüz hatalı diyor. Boşuna uğraştım. Kodun görselini de ekledim. Yazan kodu girdiğim halde üzgünüm hatalı diyor. Bu nasıl iş anlamadım. Beni mağdur ettiniz. Hakkım kayboldu, nasıl telafi edeceksiniz? Daha da almam Eti ürü","..."
"Eti Gıda Ürün Bozuk!","21 Temmuz 11:41","64","",""
"Eti Gıda Günlük 1 GB Hediyesi Yerine Konulmamış","21 Temmuz 00:39","63","Eti Mutlu Kutu uygulamasında hediyelerin içinde 1 GB hediyesi alınmış ancak yerine yenisi konulmamış. Lütfen yerine 1 GB hediyesini koyar mısınız? Hed","..."
"Eti Gıda Eti Balık Krakerin İçinden Çıkan Şey","20 Temmuz 22:19","74","Eti Balık Kraker yerken paketin içinden yeşil siyah renkte bir nesneyle karşılaştık. Midemiz kalktı vallahi. Fare dışkısı mı acaba dedik. Böyle bir markalı üründen böyle bir durum hiç beklemiyorduk. Midem halen bulanıyor. Benimle iletişime geçerseniz bu iyi olur.",""
"Eti Gıda Erimemiş Şeker Kıtır Kıtır Dişimize Geliyor","20 Temmuz 12:34","73","Eti Browni Intense aldık. Isırdıkça dişimize şeker geliyor. Kıtır kıtır erimemiş galiba. Çok sevdiğim bir çikolata fakat soğudum resmen. Sert sert şeyler geliyor dişimize. Beklenmeyen bir sertlik, Eti'den beklenmeyen bir saçmalık. İnsanların o kadar para vermesini geç, zevk almasını engelliyor.",""
"Eti Gıda Eti Hoşbeş Siyah Lekeler","20 Temmuz 06:27","65","",""
"Eti Wanted İçinden Çıkanlar","19 Temmuz 18:43","49","",""
"Eti Gıda Bozuk Ürün Hakkında","19 Temmuz 15:18","144","Ürünün paketini açtığımızda bu şekilde bir görüntüyle karşılaştık. Sizin gibi elit bir sektörün bize yaşattığı görsel mağduriyetten dolayı üzüntümüzü dile getirip bu durumla ilgili mağduriyetimizi gidermenizi ve ürün ile ilgili açıklamanızı talep ederiz.",""
"Eti Gıda Bakalım Okuyan Olacak Mı","19 Temmuz 12:42","284","Diyarbakır'da 1200 metre kare alanı olan 3 şubeli gross market müdürüyüm. Şu an raflarımda 1 adet bile Eti ürünü yok. Bayiden ve plasiyerden kaynaklı sorun yaşadık. 8 aydır Eti ürünü satamıyoruz.  Sorunu çözecek hiçbir muhatap bulamadık. Yönlendirilen kişiler de sorunu çözemedi. Ben Eti satmaktan","..."
"Eti Gıda Böcekli Eti Cin Faciası","19 Temmuz 12:02","157","19 Temmuz 2024 bir markette çilekli Eti cin aldım. Açtığımda dört katmanın hepsinde siyah böcekler vardı ve canlıydı yürüyorlardı. Bu beni çok rahatsız etti. İştahımı kesti. Hoş bir durum değil. Son kullanma tarihi 2025 yazmasına rağmen. Sanırım ömrümün sonuna kadar Eti cin hayatımdan çıktı.",""
"Eti Gıda Uygulamada Yaşanan Hatalar","19 Temmuz 01:33","146","Eti'nin mutlu kutu diye bir uygulamasını kullanıyorum. Buradan kendime puan biriktiriyorum ve puanlarla birlikte Google Play in 50 TL kodunu alacaktım. Tam 3.000 puana geldiğimde uygulama hata verip ekranda donmalar ve kaymalar yaşadı Bu esnada 1000 puanlık Nays uygulamasında satın alım yapmış Benim","..."
"Eti Gıda Kapalı Pakette Tarihi Geçmemesine Rağmen Küflenmiş Eti Gong","18 Temmuz 21:50","270","Sayın Eti ailesi senelerdir Eti ürünlerini severek kullanmaktayız. Fakat dün aldığım 3 tane çiftli Eti Gong'un tarihi geçmemiş olmasına rağmen sünger gibi bayattı, hiç uğraşmadan direk çöpe attık. Fakat bugün 3. Paketi açtığımızda ise Eti Gong'un üzerinde küfe benzer şeyler gördük. Bu durum bizi çok","..."
"Eti Gıda Eti Brownie Küflenmiş Bir Şekilde Çıktı","18 Temmuz 14:15","137","Eti Brownie küflü çıktı ve son kullanma tarihi 2025 yazıyordu. Alırken tarihine bakıp alıyorduk, tarihine de güvenemiyorsak nasıl almamız gerekiyor? Ya da almayalım diye mi böyle yapılıyor, tam anlam veremedim. Ya bakmadan çocuğuma verseydim neler olacaktı?",""
"Eti Gıda Paketin İçinde Eksik Ürün Çıkması","18 Temmuz 12:48","147","Ürünü aldığımda üzerinde 6 adet yazmasına rağmen içinden 5 adet çıktı. Eti ürünlerini sürekli tüketen biri olarak bunu görünce hiç hoşuma gitmedi. 6 kişilik bir ortama girdim 5 tane çıkınca içinden mahcup oldum. Bu durumu sizinle paylaşmak istedim bilginize",""
"Eti Gıda Eti Lifalif Öğütülmüş Kurtlu Yulaf","18 Temmuz 10:26","264","Eti lifalif öğütülmüş yulafın içinden bir sürü canlı böcek çıktı ve maalesef ben bunu fark edene kadar tükettim. İçinde böcekler kımıl kımıl dolaşıyor. Tüketim tarihine daha 4 ay var  Korkunç bir şey. Videosunu Twitter'da paylaşacağım umarım kimse güvenip de almaz.",""
"Eti Gıda Lifalif Müsli Dişimi Kırdı","17 Temmuz 19:20","146","Lifalif müsli ince öğütülmüş dişimi kırdı, insanlar size güvenip nasıl bir şey alacak sizden. Ve şu anda acı çekiyorum resmen şok oldum. Dişimi elimde gördüm. Bir ancak benim zararımı karşılayın. Yoksa gerekli yerlere müracaat edeceğim bilginize. Bir daha Eti ürünleri asla tüketmem, tüketmeyin. Kırı","..."
