"complaint-layer","js-tooltip","js-view-count","complaint-description","ellipsis-text"
"Ülker Çikolatalı Gofret Hatalı Muhafaza","29 Temmuz 14:44","116","Bugün Kuşadası'ndaki Migros jetten aldığım ve SKT geçmemiş olduğu halde üzerinde beyaz lekeler olan iki adet Ülker çikolatalı gofret çıktı paketlerini açınca. Sanırım çikolata yağı eriyip sonra donmuş. Marketin saklama koşulları ile ilgili sıkıntı olduğunu düşünüyorum. Gerçeğinin yapılmasını rica ed","..."
"Ülker Extra Bitter Çikolatalı Gofret Tadi Bozuk Çıktı.","29 Temmuz 09:18","84","Ülker Extra Bitter Çikolatalı Gofret tadı bir değişikti. Bu yıl ilk başta Hoşbeş Bitter Çikolatalı Gofret tadında idi ama aldığım günden 5 gün sonra, yani bugün açtığım Ülker Extra Bitter Çikolatalı Gofret tadı sanki BİM Market Centro Bitter Çikolatalı Gofret gibi idi. Lütfen bu sorunlarımı çözün.",""
"Ülker Makarneks Tekrar Üretilsin","29 Temmuz 01:27","167","Makarneks'in 2024 senesinde üretilmesi konusunda bir açıklama yapılmıştı. Yıllardır üretimin tekrar yapılmasını beklediğimizden bu konuda bir aksiyon alınacak mı? Alınmayacaksa da bir açıklama yapar mısınız?",""
"Ülker Teremyağ Küflü Ve Bozuk","29 Temmuz 00:02","161","Ülker Teremyağ Gurme aldım. Bugün tarih 28.07.2024, Kocaeli Kartepe Sapanca yolu üzeri Bay Bakkal isimli marketten aldım. Fakat son kullanma tarihi geçmemesine rağmen küflü ve bozuk çıktı. Fotoğrafları ekliyorum; açar açmaz karşılaştığım manzara bu şekilde fotoğraflarda.",""
"Ülker Bunu Herkes Görsün","28 Temmuz 23:56","93","Cidden yazıklar olsun. Bir çocuk yiyebilirdi Ülker Dankek Pöti Meyveli. İçinden plastik küçük bir şey çıktı. Allah'tan benden başka kimse yememişti. Ağzıma takıldı, ısırıyorum, sert bir şeydi. Yutmadım Allah'tan. Fiyatı ise 10 TL. O parayla insanları zehirlemenin bir anlamı yok. Çok üzüldüm, hiç hij","..."
"Ülker Biskrem Paketinde Kalite Kontrol Sorunu","28 Temmuz 21:33","79","Biskrem 3'lü paketin ürününü aldım. Normal olarak içini göremediğimiz için almış bulundum. İçinden bu şekilde açık çıktı. Kalite kontrol denen bir şey yok. Bu konuda daha hassas olunması gerekiyor. Bundan sonra alırken yirmi kere düşünmek gerekiyor sanırım.",""
"Ülker Bozuk Çikolata Tarihi Geçmemiş","28 Temmuz 13:40","93","3 paket aldığım çikolata bozuk çıktı. Son kullanma tarihi henüz bitmemişti ancak açtığımızda hepsi bozuktu. Tekrar aldım, o da bozuk çıktı. Bu konuda destek olmanızı talep ediyorum. Aldığım yere götürdüğümde hiçbir şey yapmadılar. Böyle bir saçmalık görmedim.",""
"","28 Temmuz 06:39","-","",""
"Ülker Sütlü Çikolata Napoliten Kalitesiz Ve Bozuk Çıktı!","28 Temmuz 00:49","113","Marketten aldığım Ülker sütlü çikolata Napoliten bozuk. Öncelikle renginde beyazlıklar var, kuru ve tadı yok. Üstelik son tüketim tarihine daha 2025. Oysa ki Ülker markasını kaliteli bilirdim. Sanırım birileri görevini yerine getirmiyor. Ya da #Ülker# hem üretim hem de satış aşamasında gerekli kontr","..."
"Ülker Haylayf Kalite Bozulması","28 Temmuz 00:14","84","Çok enteresan şekilde ürünün kalitesi bozulmuş üzerinde şeker yok. Bir marka daha güzel yapmak var iken neden maliyet hesabı yapıp ürünü kötüleştirir? Fiyat ise sorun yükselt fiyatı. Böyle nasıl vazgeçilir üründen. Avrupa'da daha iyisini yaparken adamlar bizler maliyetten kaçarak kötüleştiriyoruz ge","..."
"Ülker Çikolata Yarım Paket","28 Temmuz 00:00","107","Ülker gıda Tüketici Hakları birimine; 27.07.2024 tarihinde marketten 014/3 IB1 01:12 parti numaralı ürününüzü tüketmek üzere satın aldım. Ambalajı kapalı olan Ülker çikolata bitter ürünü tüketmek üzere evimde çocuklarımla açtım fakat paketin yarısı boş çıktı. Ekteki resimde de olduğu gibi yarısı ol","..."
"Ülker Coco Star Atıştırmalık Eksik","27 Temmuz 20:25","63","Ülker Coco Star atıştırmalık bisküvinin içinde eksik çıktı. Erimiş, neyse o sorun değil ama ben buna para veriyorum. Bir bisküvi deyip geçmeyin.",""
"Ülker İçeriğin Az Olması","27 Temmuz 19:29","80","",""
"Ülker Kurtlu Çokomel Şikayetçiyiz","27 Temmuz 18:37","69","Ülker'den bugün aldığım üründen kurtçuklar çıktı. Görsele ekliyorum. Daha yeni alınan ürünün kapalı kutusunda bir sürü kurtçuk var ve haberimiz yok diye farkında olmadan üründen yedik. Bu ne biçim şey? Sonuçta bu ürünleri yiyoruz biz. Ülker'in Çokomel ürününden çıktı bunlar, kocaman kocaman kurtçuk.",""
"Ülker Sizden Beklediğim Bir Manzara","27 Temmuz 17:41","52","",""
"Ülker Dankek Magmanın Paketten Ters Ve Parçalanmış Şekilde Çıkması","27 Temmuz 15:51","76","Sayın Ülker, almış olduğum Dankek Magma 6 li minilerden 3 tanesi ters ve ezilmiş olarak çıktı. Bir tanesi yan dönmüş ve parçalanmıştı. Bu şekilde misafirlerimize ikram edemedik. Marketten alırken üstünde herhangi bir eziklik yoktu. Paketi sağlam bir şekildeydi fakat içindeki kekler bizi hüsrana uğra","..."
"Ülker Çikolata. Bozuk Çıktı","27 Temmuz 15:07","152","Çikolatayı çok seviyordum fakat bu gördüklerim beni hayal kırıklığına uğrattı. Çikolatanın rengi soluk ve sanki bozulmuş. Ülker markası güzel fakat bu hiç iyi olmadı. Artık aldığımızda bu da mı böyle? Lütfen bozuk olan, tarihi geçmiş şeyleri almasınlar.",""
"Ülker Ürünlerinde Kalite Düşüşü Ve Fiyat Artışı!","27 Temmuz 14:26","46","Ambalajdaki resimle bir alakası var mı hiç? İnsanları yanıltıyorsunuz resmen. Boş, kuru bir şey yedim sanki; krema tadı gelmiyor, beğenmedim. Dolgusu çok az, sanki boş kurabiye yiyoruz. Ülker ürünlerinden bir şeyler hep azalıyor, fiyat yükseliyor. Ben Ülker normalde almıyorum, arkadaş almış diye yiy","..."
"Ülker Makarneks Geri Gelsin","27 Temmuz 13:45","325","Yıllardır Makarneks bekleyen müşterilerden biri de benim. Üretmeyecekseniz de üretmeyeceğiz deyin, insanları bu şekilde zor duruma düşürmeyin. Anlamıyorum. Üretseniz çok zengin de olursunuz. Herkes bekliyor Makarneks'i. Lütfen artık bir açıklama yapın, Makarneks geri gelsin.",""
"Ülker McVities Saklıköy Bisküvi Paketlerinde Eksik Gramaj Sorunu","27 Temmuz 12:31","248","27.07.2024 tarihinde Göztepe Migros'tan 2 adet Ülker marka McVities Saklıköy bisküvi aldım, ancak eve gelince paketlerin yarısının neredeyse boş olduğunu ve gramajların tutmadığını fark ettim. Evimde sürekli bulunan ve severek yediğim bir ürünün bu şekilde çıkması beni ciddi hayal kırıklığına uğratt","..."
"Ülker Kekstra'nın İçinden Çıkan Sert Madde Şoku!","27 Temmuz 04:53","28","Kekstra'nın içinden sert plastik gibi bir şey çıktı. Tam bir ifade ile silikon gibi sert parçalanabilir bir şey. Gece 3'te tatlı bir şeyler yiyeyim dedim, önce jölenin bir kısmı sandım sonra erimediğini hissedince tuhaf geldi. Ağzımdan bile çıkaramadım korkudan, 'Ne bu şimdi? ' diye. Tüketim tarihi","..."
"Ülker Alpella Üçgen Kıl Sorunu","26 Temmuz 23:22","65","",""
"Ülker Çikolatanın İçinde Küf Ve Böcek Çıktı","26 Temmuz 20:08","73","Ülker'in çikolatasının içinde hem küf var hem de böcek çıktı. 2-3 gün önce aldığım Ülker sütlü çikolatasını aldım ve pasta yapmak için açtım. Küf ve böcek çıktı. Bunlardan farklı iki paket daha aldım ve böyle bir şey çıkmadı. Bir an önce gerekenin yapılmasını istiyorum.",""
"Ülker Çikolatadan Kurt Çıktı!","26 Temmuz 19:15","43","Ülker Napoliten çikolatanın içinde 1 tanesi kurtlanmış şekilde çıktı. Ürünün paketi dahi yenmiş delik şekilde. Ürünün daha son kullanma tarihi bile geçmemiş vaziyette 2025 yılına kadar son kullanma tarihi devam ediyor. Bu çikolatayı çocuğumuza yeğenimizi küçüklere yediriyoruz ya çocuklara denk gelip","..."
"Ülker Caramio Çikolata Bozuk İlgilenin Lütfen","26 Temmuz 17:22","90","",""
"Ülker Çikolatanın Bozuk Olması","26 Temmuz 15:26","72","Bugün bir tane çikolata aldım ve içinde kötü kokulu bozuk bir şey çıktı. Tarihi bozulmamış ama bu sorunu çözmenizi istiyorum. Böyle bir firma nasıl bunu yapabilir? İnsanın sağlığı söz konusu. Bu kadar severek yediğim bir şey böyle nasıl olabilir? Lütfen telafi edin.",""
"Ülker Çikolatanın Beni Hayal Kırıklığına Uğratması","26 Temmuz 12:42","139","Koç Holding firmasında çalışmaktayım ve bünyemizde bulunan kantinden bir adet Ülker Dido çikolata aldım (Ülker kalitesine her zaman güvendiğim için) fakat çikolatamı daha açarken içinden kıl çıktı. Bu konuda Ülker firmasından bir açıklama bekliyorum.!",""
"Ülker Napoliten Çikolata Bozmuş...","26 Temmuz 12:23","90","Ülker Napoliten çikolata aldım, bir de indirime girmiş. Bir koli aldım, devamlı çocuklarımla birlikte tükettiğimiz üründü, hem de keyifle yediğimiz çikolataydı. Ama bu sefer çikolatanın üzeri bembeyaz olmuş, sanki küflenmiş gibiydi, beyazlaşmış şekildeydi. Ülker gibi büyük bir firmaya yakışmadı. Bu","..."
"","26 Temmuz 00:36","52","",""
"Ülker Çikolata Bozuk Çıktı","26 Temmuz 00:14","174","Bakkaldan aldığım 3paket Ülker sütlü çikolata Napoliten bozuk çıktı. Tarihlerinde hiçbir sıkıntı yoktu; ya sizler tarihleri ile oynadınız ya da ürünlerinizde sıkıntı var. Ülker'e bu durumu yakıştıramadık. Üstüne bir de param çöp oldu. En kısa zamanda bu konuya çözüm bekliyorum yoksa çektiğim video v","..."
"Ülker Eksik Bisküvi: Saklı Köy Üçlü Pakette Sorun!","25 Temmuz 23:38","72","Saklı köy üçlü paket aldım fakat paketi açmadan fark ettim içinde üç paket vardı. Ama diğer iki paketten bir tanesinin bisküvi si daha azdı Böyle bir şey nasıl olur anlamadım. Bu konuyla ilgilenmenizi istiyorum. Paket hala elimde isterseniz size gönderebilirim. Sizin gibi büyük bir firmanın böyle bi","..."
"Ülker Markette Satılan Küflenmiş Çikolatalar","25 Temmuz 23:16","164","23 Mayıs tarihinde bir marketten 1 paket Ülker senfoni marka 450 Gr lik bir paket çikolata aldım. Eve gelip açtığımda fark ettim ki çikolata resimlerde de görüldüğü gibi küflenmiş. 2 tane açtım ikisi de aynı durumdaydı. Fişini almayı unuttuğum için markete gidip hak iddia edemedim. Son kullanma tari","..."
"Ülker Bisküvi İçinden Böcek Çıktı!","25 Temmuz 15:40","63","Bisküvinin içinde böcek çıktı. Ben bununla ilgili şikayete bulunuyorum.",""
"Ülker Tarihi Geçmiş Paketli Ürünler Satışı Yapılıyor!","25 Temmuz 15:20","113","Ülker çikolata aldım. Son kullanma tarihi 2022'ye ait. İçerisinden küçük kurtlar çıktı ve birçok ürünün tarihi geçmiş. Ürünler satıyor. Gaziantep Cergibozanlar Gazi Mahallesi 24010 numaralı sokakta defalarca uyarmama rağmen hiçbir önlem alınmadı. Fark etmediğimiz takdirde tarihi geçmiş paketli ürünl","..."
"Ülker Vanilyalı Gofretten Çıkan Siyah Yabancı Cisim","25 Temmuz 14:55","53","Ülker vanilyalı gofretin içinden yabancı cisim çıktı. Sosyal medya üzerinden ve mail olarak firmaya videosunu ve seri numarasını gönderdim. Yetkililer gelip evden alacak, ne olduğu hakkında tarafıma dönüş yapacaklardı ama bir hafta oldu gelen giden, arayan Soran olmadı.",""
"Ülker Susamlı Çubuk Kraker İçinde Plastik Çuval İpi","24 Temmuz 22:54","183","Merhaba bugün Getir ile satın aldığım Ülker susamlı çubuk krakeri yerken içinde çuval ipi gibi plastik madde olduğunu fark ettim. Sizinle ekte fotoğrafını paylaştım. Lütfen ilgilenilmesini ve dönüş yapılmasını rica ederim. Ülker'in üretimde her zaman hassas olduğunu düşünürdüm. (Ürün SKT: 22.05.2025","..."
"","24 Temmuz 22:17","-","",""
"","24 Temmuz 21:48","-","",""
"Ülker Bozuk Çıkan Ürün","24 Temmuz 21:40","167","Dün Kütahya Tavşanlı ilçesinde şok marketten almış olduğum Alpella mini rulo pasta bozuk çıktı tarihi geçmemesine rağmen küflenmiş. Bununla ilgili ger","..."
"Ülker Kat Kat Tat Paketinden Böcek Çıktı","24 Temmuz 19:13","148","Ülker kat kat tat paketinde ölü böcek var. Gerçekten bu nasıl olabilir. Aklım almıyor. Ders çalışırken tatlı bir şey yemek istedim. Midem bulandı. Tarihi de geçmemiş ürünün. Allah'tan açarken fark ettim de yemedim gerçekten tüm hevesim kaçtı. Bir daha asla almayacağım hiç mi denetimden geçmiyor bu ü","..."
"Ülker Telafi Edilmesi Dileğiyle","24 Temmuz 16:11","138","İki defa bozuk ürün çıktı. Birisi telafi edildi ama diğeri hala telafi edilmedi. Instagram'dan yazdım, daha geri dönüş sağlanmadı. Ülker'e verdiğim para boş gibi hissediyorum. Gerçekten sürekli bozuk ürün çıkıyor. Çevremde alanlardan da bu şikayet var. Umarım güzel bir şekilde telafi edilir.",""
"Ülker Halley De Kullanılan ""Büyük Baş Hayvan Jelatin"" Helal Kesim Mi?","23 Temmuz 19:35","135","Ülker Halley'de kullanılan ""Jelatin"" yerli veya helal kesim mi acaba? Malumunuz yurt dışı kaynaklıysa helal noktasında caiziyeti bulunmuyor. Konu hakkında paket içeriğinde bilgi bulamadık. Sitede veya internet ortamında da herhangi bir bilgi bulamadık. Bilgi verebilirseniz memnun oluruz.",""
"Ülker Kurtlu Çikolatayı Hala Almadı","23 Temmuz 15:12","190","Ülker'in sütlü kare çikolatasından aldım, kurtlu çıktı. Yaklaşık 3 haftadır alıp incelemelerini bekliyorum. Bir daha Ülker'in hiçbir ürününü almayacağım. Bu kadar ilgisiz bir firma olamaz. 3 haftadır arıyorum, ekip arkadaşlarıma iletiyorum diyorlar fakat 3 haftadır Ülker hala kapımı çalmadı. Ürünü a","..."
"Ülker Tarihi Geçmiş Ürün","23 Temmuz 11:45","172","Ürünün tarihi geçmiştir... Aldığım Ülker fındık aşkı' nın son kullanım tarihi geçmiş ve hala satışı Migros markette devam etmektedir. 23 Temmuz Antalya Lara Migros'tan 6 adet fındık askı aldım bunun 2 tanesini 2023 yılı son kullanma tarihi geçmiş. Aaa",""
"Ülker Kalite Kaybıyla Küçüklükten Beri Sevilen Şeylerden Bile Soğuttu","23 Temmuz 09:09","237","Ülker o eski kalitesini kademeli olarak sürekli kalite düşürerek şu an tamamen kaybetmiş durumda. Bunun anlaşılmadığı düşünülüyorsa bu tamamen bir yanılgı. Maliyetten kısmak için böyle şeyler yapmaya devam ettiği sürece, yıllarca kalite konusunda güven kazanmış lezzet algısını tamamen kaybedecek. N","..."
"Ülker Bayat Hanımeller Bisküvi","22 Temmuz 18:52","143","22.07.2024 tarihinde Getir Büyük'ten verdiğim siparişimin içine Ülker Hanımeller aldım. Çok severek tükettiğimiz bir bisküviydi ama iki sefer farklı yerden almama rağmen tadı bayat ekmeğe benziyor, bayağı bayat. Çocuklarım yemek için yarışıyorlardı, artık yan gözle bakmıyorlar.",""
"Ülker Bebe Bisküvisinden Bir Şey Çıktı","22 Temmuz 16:33","151","Bebeğime Ülker bebe bisküvisi aldık. Marketten içinden bir şey çıktı ve çocuğuma kaşık mama hazırlarken içine elimle ezip koyuyorum, sert olduğu için elime geldi. Yani bunları bebekler yiyor, bu nasıl bir ihmalkârlık? Ben onu ezerek koymasaydım, bebeğimin eline verseydim o şeyi yutacaktı. Resmen çoc","..."
"Ülker'den Aldığım Ürün Kusurlu Çıktı!","22 Temmuz 13:04","130","",""
"","22 Temmuz 12:18","58","",""
"Ülker Tarihi Geçmiş Ürün Satışı Şikayeti","22 Temmuz 00:41","196","Tarihi geçmiş ürün satılıyor. A** B**** dinlenme tesislerinde tarihi geçmiş Ülker marka çikolata aldık ve tarihi geçmişti. Ben de bakmadan yemiş bulundum ama artık midem bozuldu. 3 gündür diyare (ishal) şikayetiyle boğuşuyorum. Lütfen dikkatli olunuz. Ancak kasaya şikayetimizi bildirdik ve para iade","..."
"Ülker Çikolatada Kurt Var!","21 Temmuz 19:55","123","",""
"Ülker Altınbaşak Tahıl Cipsi Yoğurt Aromalı","21 Temmuz 17:37","285","21.07.2024 tarihinde Bursa Yıldırım bölgesinde Şok Market'ten aldığım Ülker Altınbaşak tahıl cipsinin içerisinde kraker resmen şekil değiştirmiş, küflenmiş şekildeydi. Daha son kullanma tarihinin bitmesine 5 ay varken, paket hiç açılmamış olmasına rağmen ürün yenilemeyecek çok kötü durumda, midem bu","..."
"Ülker Markası İnsan Sağlığı İle Oynuyor!","21 Temmuz 17:23","127","Getir'den sipariş ettiğim Olala tiramisu içerisinden canlı kurt çıktı. Bunları nasıl muhafaza ediyorsunuz da kurtlanıyor? İnsan sağlığı bu kadar önemsiz mi gerçekten? Bunu benim yerime yaşı küçük birisi de alabilirdi ve görmeyip yiyebilirdi. Peki o zaman ne olacaktı?",""
"Ülker Napoliten Çikolatası Bozuk Çıktı","21 Temmuz 15:18","93","BİM'den aldığım Ülker Napoliten çikolatası bozuk çıktı. Ülker gibi büyük bir markada böyle bir hata olması beni şaşırttı. Ben bu Çikolatalardan 10-15 paket almıştım şimdi hem çikolatalar hem de param boşa gitti. Tüketici olarak mağdur durumdayım. Bu hatanın kısa sürede düzeltileceğini umuyorum.",""
"Ülker Çikolata Bozuk Çıktı","21 Temmuz 14:17","171","Merhaba, Migros'tan aldığım Ülker çikolatanın tarihi geçmemesine rağmen bozuk çıkmıştır. Aynı çikolatadan birkaç tane almamıza rağmen hepsinin tadı bayat ve aynı şekilde bozuk çıkmıştır. Sorunumuzun giderilmesini ve gereğinin yapılmasını rica ediyorum.",""
