"complaint-layer","complaint-layer href","username","js-tooltip","js-view-count","complaint-description","sv-model-button","sv-model-button href","ellipsis-text","large-view src","large-view src 2"
"TurkNet Bağlantı Sorunu, Ekstra Fatura","https://www.sikayetvar.com/turknet/turknet-baglanti-sorunu-ekstra-fatura","Deniz","13 Haziran 19:47","316","TurkNet bağlantı problemi 5-6 aylık TurkNet kullanıcısı olarak bilgisayardan Wi-Fi'yi kullanabiliyorum, telefondan kullanmıyorum. Bugün, internet kullanımını aştığım için ekstra ödeme yapacağım. TürkNet'ten sorunu çözmesini ve yapacağım ekstra ödemeyi karşılamasını istiyorum.","#Fatura","https://www.sikayetvar.com/turknet/fatura","","https://files.sikayetvar.com/complaint/2907/29073446/turknet-baglanti-sorunu-ekstra-fatura-2_350x350.jpg","https://files.sikayetvar.com/complaint/2907/29073446/turknet-baglanti-sorunu-ekstra-fatura-1_350x350.jpg"
"TurkNet Modem İade Sorunu","https://www.sikayetvar.com/turknet/turknet-modem-iade-sorunu-19","Fulya","13 Haziran 18:58","273","TurkNet modem iadesi ile ilgili şikayetim var. Ev taşıdım. 5 gün sonra çok sevdiğim bir yakınını kaybettim. Cenazem vardı. Bana tanınan 10 gün içinde iade süresinin 7. Günü modemi kargoya verdim. Fakat benim hatam kargoya gideceği yerin adresini yazdım. Kendimle alakalı bilgi yazmamışım. Ve modem","#Fatura","https://www.sikayetvar.com/turknet/fatura","...","",""
"TurkNet İnternetimi Bağlamıyor Ve Geçiştiriyor","https://www.sikayetvar.com/turknet/turknet-internetimi-baglamiyor-ve-gecistiriyor","Aleyna","13 Haziran 16:41","345","TurkNet internetimi bağlamıyor. 07/06/2024 tarihinde başvuru yaptım. İnterneti bağlamaya geldiklerinde Türk Telekom etiketi olmadığını söyleyip gittiler. Türk Telekom ekibi gelip etiket taktı ama dün yine TurkNet ekibi geldi, yine etiket yok deyip gittiler ve etiketin takıldığını TurkNet müşteri tem","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet Habersiz Fahiş Fatura Bedeli","https://www.sikayetvar.com/turknet/turknet-habersiz-fahis-fatura-bedeli","Nisanur","13 Haziran 16:40","267","TurkNet internetimi adresimi değiştirdiğim için taşıdım. İlk iki nakil ücretsiz, sonrakiler ücretli dediler. Şimdi 2000 lira fatura çıkarmışlar. Üstelik arayıp soracağınız canlı destekten 1 kişi bile yok, hep uygulamaya yönlendiriyorlar. Tüketici Hakem Heyeti'ne şikayet edeceğim. Bu sorunu yaşayan ç","#Fatura","https://www.sikayetvar.com/turknet/fatura","...","https://files.sikayetvar.com/complaint/2907/29071193/turknet-habersiz-fahis-fatura-bedeli-1_768x768.jpg",""
"TurkNet Şikayetvar, Aboneliği İptal Etmiyorlar.","https://www.sikayetvar.com/turknet/turknet-sikayetvar-aboneligi-iptal-etmiyorlar","Emirhan","13 Haziran 16:33","255","TurkNet kullanıcısıyım. Üniversitedeki evimde kullanıyordum. Mezun olduğum için kullanmıyorum. Aboneliği iptal etmeye çalışıyorum ve kesinlikle uğraşmıyorlar, online işlemlerden yapmaya çalışıyorum yükleniyorda kalıyor. Faturalandırma yaparlarsa ödeme yapmayacağım.","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","","",""
"TurkNet İnternet Arızası Genel","https://www.sikayetvar.com/turknet/turknet-internet-arizasi-genel","Ömer","13 Haziran 15:01","316","Merhabalar, 10.06.2024 16:00 civarı internetim gitmiştir gidiş o gidiş. Sonrasında belirli bir süre bekledim gelmeyince TurkNet sitesine girdim ve genel bir arıza olduğu ve saat 11 sularında düzeleceği söylendi. Fakat ne hikmetse saat doldukça süreç sürekli uzadı ve detaylı bir bilgide verilmedi T","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","https://files.sikayetvar.com/complaint/2906/29069859/turknet-internet-arizasi-genel-1_768x768.jpg",""
"TurkNet Başvuru Kayıt Mağduriyeti!","https://www.sikayetvar.com/turknet/turknet-basvuru-kayit-magduriyeti","Suat","13 Haziran 14:41","160","07.06.2024 tarihinde başvuruda bulunduğum TurkNet ile yaşamış olduğum problemi dile getirmek isterim. Başvuru yapıldı. Adres bilgilerini 3 kere daire no ** olarak belirtmeme rağmen sisteme 1 olarak giriş yapılmış ve 1.5 saatlik yoldan kurulum ekipleri aradığı için 09.00'da kalkarak kurulumun yapılac","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet Mağduriyet Extra Ücret Talebi Vs.","https://www.sikayetvar.com/turknet/turknet-magduriyet-extra-ucret-talebi-vs","Sırrı","13 Haziran 14:13","443","Sayın TurkNet firması, 0003692794 abone numaralı M***** E***** isimli abonenize istinaden yazıyorum. Kendisi eski eşim olur. Şu anda internetle ilgili bir sorun yaşamakta ve TurkNet müşteri temsilcisi yaşanan sorun ile ilgili, yanlış anlamadıysak, porta birden çok kişi bağlandığı için internet yav","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"Sağlanamayan Hizmet Verilemeyen İnternet, Ah TurkNet Vah TurkNet...","https://www.sikayetvar.com/turknet/saglanamayan-hizmet-verilemeyen-internet-ah-turknet-vah-turknet","Gökhan","13 Haziran 14:02","370","1 hafta önce tamamlanan abonelik işlemleri sonrasında, önce Türk Telekom ekiplerinin apartman kapısına kadar 'sinyal getirdik' deyip sonrasında TurkNet ekiplerinin kuruluma gelmesi ile devam eden süreç içerisinde halen hizmet almaya başlayamadık ve 4 gündür son aşamada olan bağlantı başlatma durumum","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet Çözüm Odaklı Değil","https://www.sikayetvar.com/turknet/turknet-cozum-odakli-degil-5","Okan","13 Haziran 13:37","387","Daire içerisinde tarafımızdan kaynaklı basit bir kablo hasarına 4 gündür müdahale edemeyen TurkNet teknik destek ekibi sayesinde tüm işlerim günlerdir aksıyor. Evden çalışan biriyim dolayısıyla her geçen dakikanın önemi var ancak süreç gittikçe aşılması daha da zor hale geliyor. 3. İş gününde kesinl","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Gönderdiğim Modemin Parasını Tekrar İstiyor","https://www.sikayetvar.com/turknet/turknet-gonderdigim-modemin-parasini-tekrar-istiyor","Muhammet","13 Haziran 13:28","332","TurkNet ten aboneliğimi sonlandırdım ve modemlerini de istedikleri adrese söyledikleri kargo şirketi ile (takip no:4041681946442, Aras Kargo) gönderdim. Ama TurkNet bana modemi göndermediniz deyip ücretini istemeye devam ediyor. Üstüne üstelik bir de beni icraya vereceklerini söylüyorlar.","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","","",""
"TurkNet İnternet Bağlantısı Kurulamıyor","https://www.sikayetvar.com/turknet/turknet-internet-baglantisi-kurulamiyor-5","Emirhan","13 Haziran 12:50","286","Merhabalar, iki gündür internet olmadan yaşamak zorunda kalıyoruz. Araya kurban bayramını da sokabilirseniz 2 hafta internetsiz kalmak zorundayız. Siz utanmadan her ay düzenli olarak parayı çekerken bizim de ne çektiğimizi umarım anlayabiliyorsunuzdur. Arıza kaydını oluşturduk.","#Arıza","https://www.sikayetvar.com/turknet/ariza","","",""
"TurkNet Modem İade Hk","https://www.sikayetvar.com/turknet/turknet-modem-iade-hk","Barış","13 Haziran 12:33","342","Abonelik iptal yapıldı modemler iade edilmiştir yurt dışına çıkması nedeni ile modemleri ben iade ettim müşteri hizmetleriniz yok 24 saattir arıyorum verilen numara çalmıyor bilginize. 3245133 numaralı hizmetin modellerini iade yapılmıştır. Ulaşa bilecek veya numara çok açan yok keşke açılsaydı bura","#Modem","https://www.sikayetvar.com/turknet/modem","...","https://files.sikayetvar.com/complaint/2906/29067716/turknet-modem-iade-hk-1_768x768.jpg",""
"TurkNet Deprem Sonrası İnternet Aboneliği İptalinde Yaşanan Sorunlar","https://www.sikayetvar.com/turknet/turknet-deprem-sonrasi-internet-aboneligi-iptalinde-yasanan-sorunlar","Fehim","13 Haziran 12:32","147","6 Şubat 2023 Kahramanmaraş depreminde yıkılan evime ait TurkNet internet aboneliğini iptal ettirmek için TurkNet'i aradım, durumu izah ettim. Bana müsterih olmam, abonelik iptalinin yapıldığı söylendi. Aradan 1 yıl geçti ve tarafıma fatura geldi. Durumu tekrar arayıp söyledim, bana yine dikkate alma","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet'in İnterneti Bağlamaya Gelmemesi","https://www.sikayetvar.com/turknet/turknetin-interneti-baglamaya-gelmemesi","Yiğit","13 Haziran 12:32","340","11.06 tarihinde hizmet ekipleri gelip beraber bakmamız sonucu ankastrede evime internetin gelmediğini kendim bağlatmam gerektiğini, bir şey yapamayacaklarını söylediler. Ardından gittiklerinden 15 dakika sonra eve kablonun geldiğini gördüm ve hemen tekrar iletişime geçtim. En azından şu gün geleceği","#Evde İnternet","https://www.sikayetvar.com/turknet/evde-internet","...","",""
"TurkNet Saygısız Müşteri Temsilcisi","https://www.sikayetvar.com/turknet/turknet-saygisiz-musteri-temsilcisi-5","Yusuf","13 Haziran 12:32","269","TurkNet müşteri temsilcisi, 4 gündür evimde internet olmadığını ve bu süre zarfında kimseye ulaşamadığımı belirttim. En sonunda müşteri temsilcisine bağlandım ve internetin olmadığını söyledim. Bana internetin kimin üzerine olduğunu sordu, ablamın üzerine olduğunu söyledim. Bunun üzerine sinirlenere","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","https://files.sikayetvar.com/complaint/2906/29067699/turknet-saygisiz-musteri-temsilcisi-1_768x768.jpg",""
"TurkNet İnternet Bağlantı Sorunu","https://www.sikayetvar.com/turknet/turknet-internet-baglanti-sorunu-357","Oktay","13 Haziran 12:05","293","TurkNet internetimi nakil yaptım. Nakil sonrası 4 gündür internete bağlanamıyorum. Sürekli ekiplere ilettik, bilgi bekliyoruz diye oyalıyorlar. Bir IP adresi tanımlamak neden bu kadar zor? DSL ışığı yanıyor, modem kurulumu yapılmış, ne arayan var ne gelen. Müşteri kaybetmek umurunuzda değil anlaşıla","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","https://files.sikayetvar.com/complaint/2906/29067354/turknet-internet-baglanti-sorunu-2_350x350.jpg","https://files.sikayetvar.com/complaint/2906/29067354/turknet-internet-baglanti-sorunu-1_350x350.jpg"
"TurkNet Haksız Fatura Tahsilatı","https://www.sikayetvar.com/turknet/turknet-haksiz-fatura-tahsilati-3","Baki","13 Haziran 11:57","267","TurkNet 02.2024 ayında üye oldum. Haziran ayı içerisinde oturduğum sitede oturduğum blokta başta olmak üzere bir arıza oluştu ve dört gün boyunca internet kullanamadık. Arıza kadı açıldı verilen yanıtlar ürkütücü idi ""elimizden geleni yapıyoruz"". Sonuçta iptal ettirim. TurkNet yetkilisi faturanız ye","#Fatura","https://www.sikayetvar.com/turknet/fatura","...","https://files.sikayetvar.com/complaint/2906/29067226/turknet-haksiz-fatura-tahsilati-2_350x350.jpg","https://files.sikayetvar.com/complaint/2906/29067226/turknet-haksiz-fatura-tahsilati-4_350x350.jpg"
"TurkNet İnternet İptal Etmiyor.","https://www.sikayetvar.com/turknet/turknet-internet-iptal-etmiyor-3","Muin","13 Haziran 11:49","298","TurkNet İnternet aboneliği iptal sürecini uzatıyor. Elimde mevcut olan modemleri iade etmek için Kaç gündür uğraşıyorum modemleri iade edeceğim adresi tarafıma bildirmiyorlar hiçbir şekilde telefonla ulaşamıyorum numaram kayıtlı olduğu için. Belirli telefonları aradığımda direkmen hat kapanıyor. İpt","#Fiber İnternet","https://www.sikayetvar.com/turknet/fiber-internet","...","",""
"TurkNet Teknik Ekipleri Türk Telekom'dan Aldığım İnterneti Kesmiştir","https://www.sikayetvar.com/turknet/turknet-teknik-ekipleri-turk-telekomdan-aldigim-interneti-kesmistir","Mutlu","13 Haziran 11:23","341","TurkNet firması evimin internet hattını 2 hafta içerisinde 2 kez kablolarını keserek hizmet almama engel olmuştur. Bulunduğum binada Türk Telekom müşterisi olarak aldığım hizmete müdahale etmiştir. Hattımın kesilmesinden kaynaklı olarak günlerce internetsiz kaldım.","#Arıza","https://www.sikayetvar.com/turknet/ariza","","https://files.sikayetvar.com/complaint/2906/29066661/turknet-teknik-ekipleri-turk-telekomdan-aldigim-interneti-kesmistir-1_768x768.jpg",""
"TurkNet VDSL Den Gigafibere Geçiş","https://www.sikayetvar.com/turknet/turknet-vdsl-den-gigafibere-gecis","Rihan","13 Haziran 11:12","250","TurkNet gibi büyük bir firma, eski müşterilerine öncelik tanıması gerekirken, bu kadar uzun süredir normal VDSL aboneliğinden Gigafiber'e geçiş işlemimi yapamadı. Devamlı aynı bahaneyle yoğunluktan dolayı sıraya alındınız, beklemekteyiz diyorlar. Peki bu sıra, yeni abonelere nedense bir gün veya iki","#Gigafiber","https://www.sikayetvar.com/turknet/gigafiber","...","",""
"TurkNet Modem İadesi Konusundaki Eziyet...","https://www.sikayetvar.com/turknet/turknet-modem-iadesi-konusundaki-eziyet","Ayfer","13 Haziran 10:46","268","1 yıl kadar abonesi olduğum TurkNet, eski operatöre ait modemi ""anlaşmamız var"" diyerek kullandı. Şimdi abonelik iptal işlemi yaptırdım. Modem ve parçalarını bize teslim edin diyorlar. 73 yaşımdayım, bir eleman gelip alsın diyorum, olmaz diyorlar. 15 gün içinde Aras Kargo'yla göndermezseniz 2000₺ ce","#Modem","https://www.sikayetvar.com/turknet/modem","...","",""
"TurkNet Hayal Kırıklığı İyi Düşün","https://www.sikayetvar.com/turknet/turknet-hayal-kirikligi-iyi-dusun","Arzu","13 Haziran 10:37","281","Beylikdüzü Bizimkent'te oturuyorum. Senelerdir Superonline kullanıyorum. TurkNet'e geçtim, 6 gündür sinyal bekliyorum. Günde bir kere müşteri hizmetleri ile görüşüyorum, o da beni ararlarsa. Benim aramalarım bant yayını ile sonlanıyor. Geçtiğime bin pişman oldum.","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","","",""
"TurkNet İnternetsiz Hayat İçin Davet","https://www.sikayetvar.com/turknet/turknet-internetsiz-hayat-icin-davet","Tuncay","12 Haziran 23:37","349","Kusursuz ulaşamadığımız bir müşteri hizmetleri olan, müşteri hizmet numarası olmasına rağmen hiçbir işe yaramayan, sınırsız problem yaşamak istiyorsanız tek adresiniz TurkNet internet olmalı. Bu kadar kesin konuşuyorum, kusura bakmayın. 3 kuruş fark verip başka bir firmaya internetinizi yaptırın.","","","","",""
"TurkNet Yüzünden Yaşadığım Mağduriyet","https://www.sikayetvar.com/turknet/turknet-yuzunden-yasadigim-magduriyet","Berkay","12 Haziran 22:22","374","Hizmet anlayışı olmayan, asla çözüm odaklı yaklaşmayan firmaya TurkNet deniyor. İnternette elbet sorun olabilir ve bir iki gün içerisinde de düzeltilir. Benim yaklaşık on gün oldu sürekli aynı bahaneler ve yalanlarla oyalanıyorum. Müşteri hizmetlerinde çalışan saygı değer arkadaşlara her seferinde d","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Müşteri Hizmetlerine Teknik Sorunlar İnternet Problem","https://www.sikayetvar.com/turknet/turknet-musteri-hizmetlerine-teknik-sorunlar-internet-problem","Emirhan","12 Haziran 22:02","521","TurkNet interneti kesildi, müşteri hizmetlerine bağlanamıyorum. Numara veriliyor, sistem tarafından verilen numarayı arıyorum; telefon abonelik numaramı girince kapanıyor. Hizmetleri yetersiz. Online işlemlere yönlendiriyor. Şifre yenileme yapmaya çalışıyorum, güncellemiyor. Bu nasıl bir sistem? Böy","#Abonelik","https://www.sikayetvar.com/turknet/abonelik","...","",""
"TurkNet Modem Saçmalığı Para Cezası","https://www.sikayetvar.com/turknet/turknet-modem-sacmaligi-para-cezasi","Furkan","12 Haziran 21:19","316","TurkNet firmasından şikayetçiyim. Modemi 1 gün önce göndermeye gittiğimde kargo firması süresi dolmuş deyip gönderiyi kabul etmedi ve şu an 3800 TL modem parası almaya çalışıyorlar. Parayı ödemezsem mahkemeye vereceklerini söylüyorlar. Modem hâlâ düzgün bir şekilde duruyor. Askere gideceğim, o paray","#Evde İnternet","https://www.sikayetvar.com/turknet/evde-internet","...","https://files.sikayetvar.com/complaint/2906/29062243/turknet-modem-sacmaligi-para-cezasi-2_350x350.jpg","https://files.sikayetvar.com/complaint/2906/29062243/turknet-modem-sacmaligi-para-cezasi-1_350x350.jpg"
"TurkNet Pişmanlık 10 Günde İnterneti Açamadılar","https://www.sikayetvar.com/turknet/turknet-pismanlik-10-gunde-interneti-acamadilar","Mustafa","12 Haziran 21:13","380","10 gündür bağlantımı yapamadılar. 10 gündür her gün arıyorum, yalvarıyorum, hiçbir gelişme yok. Kurulum adı altında 600 TL para aldılar, yaptıkları iş fişe modemi takmak, onu da yapamayıp gittiler. Ben bir hata yaptım, TurkNet'i seçtim. Türk Telekom'dan vazgeçmeyin, ilk defa farklı bir internet kull","#Fiber İnternet","https://www.sikayetvar.com/turknet/fiber-internet","...","",""
"TurkNet Mağdur Ediyor, Arızayı Gidermiyor!","https://www.sikayetvar.com/turknet/turknet-magdur-ediyor-arizayi-gidermiyor","Elif","12 Haziran 21:05","355","Türk Telekom interneti kullanıyorduk. TurkNet'e geçiş yaptık dün geldiler modemi kurdular. Bugün sabahtan beri internet yok. Arıyorum müşteri hizmetlerini yeni kullanıcıların çoğunda oluyor, sinyal yok. Ekiplerimiz sizi randevu için arayacak dendi tam da bayram üstü internet yok acil olduğunu söyled","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"","","Emre","12 Haziran 20:29","84","","","","","",""
"TurkNet Ev İnterneti Bağlantı Kesildi","https://www.sikayetvar.com/turknet/turknet-ev-interneti-baglanti-kesildi","Mücahit","12 Haziran 19:38","341","TurkNet fiber internet müşterisiyim. 10 Haziran akşamı işten eve geldiğimde internet bağlantımın olmadığını gördüm. 0 (850) 288 80 80 numaralı TurkNet hızlı işlem hattı üzerinden arıza kaydı bıraktım. 48 saat oldu ve arıza devam ediyor. Ev internetim hala yok. Ödemesini yaptığım hizmeti alamıyoru","#Arıza","https://www.sikayetvar.com/turknet/ariza","...","",""
"TurkNet Fibere Geçtik İnternetimiz Gitti","https://www.sikayetvar.com/turknet/turknet-fibere-gectik-internetimiz-gitti","Esra","12 Haziran 19:01","316","Fibere geçtik iki gün önce ve hala internetimiz yok. Bu nasıl bir şey ya? Çalışma var diye oyalıyorlar. Kaç kere aradık, bir dönüş de yok. Telesekreter konuşuyor ve kapanıyor. Fibere geçince ne olduysa modemimizi değiştirdiler. Anlamıyorum. Bu devirde internetsiz bırakılır mı? Bu kadar işimiz gücümü","#Fiber İnternet","https://www.sikayetvar.com/turknet/fiber-internet","...","",""
